Gene Group,D0.R1.ESTIMATE,D0.R1.CI.LOW,D0.R1.CI.HI,D0.R2.ESTIMATE,D0.R2.CI.LOW,D0.R2.CI.HI,D(MOCK).R1.ESTIMATE,D(MOCK).R1.CI.LOW,D(MOCK).R1.CI.HI,D(MOCK).R2.ESTIMATE,D(MOCK).R2.CI.LOW,D(MOCK).R2.CI.HI,D(LPS).R1.ESTIMATE,D(LPS).R1.CI.LOW,D(LPS).R1.CI.HI,D(LPS).R2.ESTIMATE,D(LPS).R2.CI.LOW,D(LPS).R2.CI.HI,T0.R1.ESTIMATE,T0.R1.CI.LOW,T0.R1.CI.HI,T0.R2.ESTIMATE,T0.R2.CI.LOW,T0.R2.CI.HI,T(MOCK).R1.ESTIMATE,T(MOCK).R1.CI.LOW,T(MOCK).R1.CI.HI,T(MOCK).R2.ESTIMATE,T(MOCK).R2.CI.LOW,T(MOCK).R2.CI.HI,T(LPS).R1.ESTIMATE,T(LPS).R1.CI.LOW,T(LPS).R1.CI.HI,T(LPS).R2.ESTIMATE,T(LPS).R2.CI.LOW,T(LPS).R2.CI.HI,M0.R1.ESTIMATE,M0.R1.CI.LOW,M0.R1.CI.HI,M0.R2.ESTIMATE,M0.R2.CI.LOW,M0.R2.CI.HI,grass.R1.ESTIMATE,grass.R1.CI.LOW,grass.R1.CI.HI,grass.R2.ESTIMATE,grass.R2.CI.LOW,grass.R2.CI.HI
Ddost,0.009464722,0.004662533,0.019212939,0.018931525,0.008855922,0.040470393,1.264442367,0.767331911,2.083602253,1.299607808,0.627193648,2.692917025,1.309126794,0.791650659,2.164860147,1.666988594,0.784084078,3.544072698,0.001256383,0.00037947,0.004159749,0.001085941,0.0002678,0.004403538,1.218142199,0.79113298,1.87562705,1.258035534,0.746868481,2.119052343,1.182531727,0.77105401,1.813597061,1.217434368,0.726306564,2.040662323,120.9929516,115.9093165,126.2995485,92.2545093,84.9307078,100.2098617,20.34739291,18.61239772,22.24411945,14.8082646,13.17063802,16.64951235
Cd74,0.286076505,0.23213457,0.352553118,0.307066173,0.227926136,0.413685047,1.202270406,0.819720343,1.763350319,1.630938579,0.98606389,2.697554059,1.989517427,1.392493192,2.842512707,2.869446396,1.804952805,4.561738454,0.012939316,0.011101044,0.015081996,0.028561462,0.023804012,0.034269732,0.897821792,0.634649225,1.270125194,0.919171692,0.594684286,1.420714519,1.320310733,0.924555241,1.8854692,1.261192343,0.804158533,1.977975813,274.6619251,251.2168398,300.2950486,244.8893701,217.29289,275.9906391,107.4385801,90.30142728,127.8279739,84.421795,67.63579428,105.3737824
Ap2a1,0.007282528,0.003460708,0.015324961,0.00851129,0.003497654,0.020711612,1.271688153,0.77011291,2.099939809,1.407601568,0.663019265,2.988362902,1.280222574,0.774664528,2.115715617,1.550151475,0.718800435,3.343027462,0.006606491,0.00393097,0.011103042,0.004239699,0.00174161,0.010320937,1.319987925,0.866144542,2.011636669,1.231398195,0.737878428,2.055001823,1.142991038,0.756824903,1.726196521,1.283133055,0.762817949,2.158353037,41.71069106,40.12971954,43.35394738,49.89972156,47.25383898,52.69375495,7.686335688,6.928286481,8.527325836,7.422815531,6.886676352,8.000694036
Aimp1,0.006941742,0.003276181,0.014708525,0.010222101,0.005403073,0.019339244,1.278487489,0.773290524,2.113733725,1.537074862,0.743333707,3.178382886,1.304903176,0.787599744,2.161976704,1.541637218,0.74507347,3.189813364,0.008519645,0.001350439,0.05374872,0.002013599,0.000385661,0.010513319,1.200548774,0.780442896,1.846794131,1.262036369,0.748308464,2.12844819,1.23807424,0.799289519,1.917737924,1.243780706,0.739203374,2.092780553,201.3156192,191.344154,211.8067246,193.7454168,185.6398388,202.2049079,34.03402635,26.93313593,43.00705839,33.80075457,30.95278188,36.9107699
Epx,0.020509956,0.014546375,0.028918427,0.012080763,0.008263449,0.017661494,1.442691795,0.907723276,2.292945076,2.083853013,1.138764822,3.813292522,1.677069268,1.051025378,2.676016574,3.449661428,2.027988863,5.867963176,0.004767987,0.001303676,0.017438148,0.004444785,0.000952149,0.020748974,1.157999436,0.753973629,1.778527315,1.257576523,0.747791746,2.114891907,1.264567836,0.812876938,1.967249577,1.211749338,0.722808598,2.031431921,30.17586198,28.97279172,31.42888869,32.14380006,31.2229455,33.09181328,3.298051395,2.868099328,3.79245687,3.849115692,3.428764316,4.321000292
Eif3e,0.013645414,0.008653273,0.021517562,0.012773838,0.00694385,0.023498625,1.631280018,0.994687082,2.675288084,2.117054601,1.011969839,4.428906881,1.070845916,0.670516581,1.710190334,1.31915092,0.647706436,2.686647923,0.005675412,0.003711098,0.008679451,0.002153293,0.000773846,0.005991724,1.14056071,0.763000645,1.704951026,1.251656441,0.748172587,2.093960501,1.44204598,0.94601728,2.198159222,1.301956125,0.771616513,2.196803364,127.5600613,122.4774534,132.8535888,121.218827,114.7424669,128.0607296,12.23076743,9.686063749,15.44401068,17.98616791,15.26845714,21.18761791
Crnkl1,0.036810284,0.022438042,0.060388381,0.014667768,0.004752324,0.045271198,1.368951928,0.835209446,2.243783747,1.556291927,0.711026169,3.40640706,1.509041496,0.912626363,2.49522294,1.528125081,0.701264131,3.329938264,0.002230211,0.000599153,0.008301452,0.003484185,0.002156541,0.005629173,1.198546284,0.780322705,1.840921948,1.293581792,0.794354926,2.106556902,1.207361758,0.784905603,1.857194556,1.268225075,0.779299904,2.063897137,5.465807825,4.80615815,6.215995031,5.821785132,5.093273184,6.654499161,1.473062049,1.052550776,2.061574462,0.953593006,0.693325097,1.31156311
Rgs14,0.016817045,0.011852478,0.023861087,0.016011163,0.010874734,0.023573667,1.491596924,0.941595295,2.362863745,2.888730604,1.700839371,4.906262544,1.162150659,0.73858067,1.828634581,0.843859443,0.451117718,1.578520929,0.007497967,0.005715449,0.009836411,0.007769726,0.005675522,0.010636669,0.977669243,0.671493935,1.423448671,1.010285769,0.641744469,1.590473131,2.113914605,1.480626616,3.018070124,2.317389866,1.514584692,3.545721688,26.55260829,25.64175887,27.495813,28.7935547,27.90070014,29.71498163,5.075878036,4.582446549,5.62244154,4.738377431,4.202861967,5.342126591
Cwc27;AK030777,0.008219113,0.002375123,0.028442239,0.03168593,0.008700609,0.115394013,1.267380139,0.760785654,2.111307446,1.622059005,0.727164182,3.618268722,1.298694061,0.776770489,2.171305795,1.469006523,0.675220861,3.195961927,0.030498556,0.016225491,0.0573272,0.001294341,0.000258439,0.006482445,1.245532292,0.817118649,1.898562335,1.243342668,0.738731926,2.09264137,1.244426065,0.813634605,1.903306746,1.249551973,0.741624745,2.105350644,27.19288989,24.0498407,30.74670097,6.783858641,5.350923937,8.600521818,6.249562431,4.22917189,9.235148533,3.579934833,2.806059732,4.567234712
Stfa1;BC100530,0.025416548,0.016026627,0.040307976,0.018432086,0.009584646,0.035446463,1.519207173,0.925775951,2.493033475,1.43756776,0.697107097,2.964538836,1.33769802,0.821295643,2.178796402,1.736212191,0.829638176,3.633430644,0.00204503,0.000545155,0.007671484,0.004674463,0.002237231,0.009766805,1.184766903,0.771832354,1.818623705,1.305372412,0.784649768,2.171665885,1.214775516,0.788126174,1.872389983,1.275011267,0.760331582,2.138085238,81.13166122,75.84427841,86.78764689,72.2121737,67.21377568,77.58228098,6.340694731,4.682950674,8.585272934,2.384983639,1.42168061,4.001001996
Fadd,0.019008874,0.007925709,0.045590531,0.010208525,0.002711154,0.038438971,1.120316403,0.681310915,1.842196879,1.362264247,0.632984587,2.931767876,1.582105879,0.918427489,2.725374669,1.601983855,0.708287008,3.623322525,0.003162414,0.000518078,0.019303772,0.003259506,0.000379276,0.028012238,1.206033634,0.783454066,1.856544231,1.251863698,0.742793177,2.109823793,1.208203135,0.784558883,1.860605807,1.25509577,0.744198311,2.116727986,16.96029307,14.25467644,20.17945074,13.86767657,11.09018929,17.34077286,4.515447758,2.637962251,7.7291737,2.826213723,1.202165963,6.644244015
Cdc5l;mKIAA0432,0.012947198,0.00584097,0.028698988,0.021139217,0.010564898,0.042297284,1.337121986,0.803777528,2.224365754,1.683247667,0.794560132,3.565900923,1.285766729,0.776544184,2.128914382,1.579750023,0.753657962,3.311329891,0.006057069,0.003116567,0.011771954,0.002786318,0.0014482,0.005360839,1.103169881,0.724902505,1.678824088,1.151437453,0.7016604,1.889529761,1.306521564,0.843403454,2.023940726,1.440876526,0.85316791,2.433430911,25.14127792,23.02512232,27.45192173,27.39987227,24.87761278,30.17785537,5.288564186,3.927024665,7.122163351,4.712163578,3.706178449,5.991207896
Snora33;Snord100;Rps12,0.003222171,0.00163746,0.006340547,0.003872702,0.002206702,0.006796484,1.387116334,0.83108294,2.315162097,2.310640765,1.130797138,4.72150182,1.243708716,0.756459193,2.044804775,1.000227538,0.50851772,1.967394821,0.00093514,0.000497328,0.001758371,0.000623144,0.000257368,0.001508764,1.07158701,0.70807143,1.621727231,1.013369262,0.61073898,1.681433957,1.381728544,0.883523782,2.160862907,1.471178879,0.843609383,2.565603627,2165.660645,2130.825837,2201.064932,2191.18746,2154.196806,2228.813297,278.5599063,264.4539074,293.4183207,263.1074488,243.8338334,283.9045289
Htatsf1,0.009664344,0.002068237,0.045159009,0.009032246,0.002329111,0.035026862,1.294779366,0.773271765,2.168000544,1.497241403,0.677865799,3.3070437,1.308868127,0.779966153,2.196423226,1.40651431,0.648524406,3.050436476,0.002598574,0.000607671,0.011112248,0.001283824,0.000377191,0.004369677,1.193889781,0.777178278,1.834035831,1.220544863,0.728859878,2.043917917,1.207944988,0.78456897,1.859786903,1.241075314,0.738421866,2.085891554,1.387243495,0.631978868,3.045108961,1.732071901,1.199679749,2.500728275,1.728782562,0.954785063,3.130221932,1.476968454,1.002449983,2.176104398
Arrb1,0.012510941,0.007306489,0.021422551,0.005345309,0.002073478,0.013779909,1.422767598,0.863952923,2.343030024,1.505114173,0.693604974,3.266079051,1.214890275,0.7476262,1.974192959,1.354710717,0.637925953,2.876887384,0.013714291,0.003874045,0.048549196,0.009362349,0.000209625,0.418144049,1.267975116,0.821105319,1.958044673,1.2897419,0.759028094,2.191531753,1.230850949,0.796921642,1.901057743,1.255487616,0.744270754,2.117843734,143.7690918,137.3095776,150.5324837,126.6690619,118.085976,135.8760099,22.63434148,19.04264875,26.90347445,21.52219502,15.19269757,30.48865262
Pgp,0.013438568,0.006399666,0.028219459,0.006636274,0.00233902,0.018828451,1.312743236,0.792595998,2.17424111,1.328704456,0.624947425,2.824966488,1.281533629,0.775716592,2.117175858,1.587749575,0.715816578,3.521780284,0.003045924,0.001041762,0.008905733,0.001195892,0.000289602,0.004938365,1.196788368,0.779500176,1.837462573,1.197143561,0.714492626,2.005832744,1.197781977,0.779718335,1.839999908,1.266681327,0.749324983,2.141235939,113.9260899,106.9542381,121.3524046,146.0962729,137.3971752,155.346141,20.7659305,18.14549962,23.76478348,24.16613463,22.03737847,26.50052335
Gga1,0.015755392,0.010470005,0.023708909,0.014352135,0.006057711,0.034003565,1.400109966,0.869506087,2.25450741,1.48515407,0.697558599,3.162003329,1.303850413,0.811784406,2.094183982,1.48161952,0.696393693,3.152234754,0.002680734,0.000610848,0.011764512,0.004008662,0.000912792,0.017604635,1.204412941,0.783100102,1.852394768,1.305107912,0.768856408,2.215376816,1.219833504,0.79131857,1.880397899,1.208664003,0.720903957,2.026440078,66.01883835,63.06017615,69.1163153,62.15599638,57.00693895,67.77013389,10.02302039,8.164397949,12.30475761,10.19609748,7.97063508,13.04292604
Vps4a,0.012221775,0.006528637,0.022879474,0.017989083,0.010537325,0.030710553,1.305071356,0.793710167,2.145885633,1.798170962,0.888250428,3.640210806,1.284936377,0.782764282,2.109270354,1.7135826,0.852654873,3.443791176,0.006852063,0.00362998,0.012934168,0.000718253,0.000183905,0.002805192,1.19854981,0.787810429,1.823435683,1.236488147,0.735955712,2.077438781,1.2629995,0.823525576,1.936998419,1.213967447,0.72451321,2.034078802,7.621022483,6.288690828,9.235623959,6.184023394,5.479578322,6.979030702,2.783337335,1.645238169,4.708720518,3.280160505,2.667983541,4.032803342
Rheb,0.024419254,0.004035955,0.14774691,0.017798711,0.010394945,0.030475785,1.371626266,0.807307676,2.330410908,3.373680937,1.757657385,6.475507209,1.294118241,0.774003845,2.163738634,1.002207061,0.514178778,1.953443112,0.041362043,0.017055642,0.100308075,0.022764196,0.010128002,0.051165926,1.178132495,0.772665112,1.796374851,1.309330441,0.783156003,2.189022616,1.319097392,0.852793305,2.040374754,1.27870231,0.764953851,2.137487899,12.55871158,4.095527986,38.51059915,28.01969829,21.89554503,35.85676865,41.04041925,30.2724184,55.63863415,17.99374859,12.21909913,26.49745162
Abhd12,0.00954654,0.004090655,0.022279175,0.008187066,0.002503199,0.026776948,1.38564861,0.826629595,2.322711505,1.457376132,0.670032943,3.169911589,1.176696247,0.714691175,1.93735995,1.375167265,0.640270817,2.953570516,0.004591504,0.00272431,0.00773844,0.00160562,0.00066236,0.003892167,1.136173485,0.751895194,1.71684857,1.204656307,0.723705229,2.005231911,1.332371147,0.865718873,2.050565062,1.275655106,0.760784012,2.138972326,31.99532213,29.39912999,34.82078003,21.27549326,18.99571525,23.82887969,9.43576103,7.461369376,11.9326067,7.560441198,6.130480335,9.323946572
Mfap1b,0.047777775,0.03526128,0.064737177,0.038429964,0.025919879,0.056977973,1.424276028,0.915264741,2.2163666,1.849306298,1.009109588,3.389060838,1.292346789,0.826343943,2.021144144,1.281480358,0.687678802,2.388021708,0.055802169,0.044566435,0.069870565,0.092540072,0.075668381,0.113173624,1.152331781,0.805102489,1.649316144,2.365928374,1.793765115,3.120596463,2.322500309,1.725351274,3.126324342,1.874454057,1.287405406,2.729193148,19.68935321,18.44722083,21.01512382,21.13423973,19.89483297,22.45085896,1.895678775,1.415051907,2.539552083,1.219803983,0.900178389,1.652918772
2610029G23Rik,0.015562357,0.00694881,0.034853014,0.013283685,0.005210914,0.033862824,1.379488194,0.825797207,2.304424938,1.465960715,0.686224407,3.13168811,1.205995792,0.732213131,1.986342212,1.455039117,0.682088199,3.103907727,0.004093457,0.000869374,0.019274089,0.008335233,0.002930829,0.023705277,1.214563364,0.789081461,1.869470059,1.359064419,0.803865852,2.297716827,1.210625777,0.786269633,1.864010398,1.19308829,0.71547009,1.989544618,91.57952022,84.67607232,99.04579055,94.06769082,86.21955081,102.6302083,10.18892115,7.633685411,13.59947503,11.48723423,8.5333898,15.4635559
Gsdmd,0.005260366,0.002119074,0.013058277,0.006739003,0.003830324,0.01185648,1.359683683,0.809758982,2.283074049,1.554403494,0.769091369,3.141590609,1.221976523,0.739340842,2.019672845,1.387974065,0.690592711,2.789592147,0.008809888,0.005865314,0.013232732,0.008046718,0.005142254,0.012591689,1.115882642,0.745152748,1.671058821,1.092809551,0.677478656,1.762760648,1.3791181,0.916509635,2.075228301,1.564140501,0.955040046,2.561709862,93.619588,89.28430144,98.16537864,101.8281126,98.53723825,105.2288932,21.21180255,18.35005139,24.51985326,20.19212256,17.86091526,22.82759913
Stard5,0.006008618,0.002207615,0.016354066,0.003103315,0.001166123,0.008258616,1.318427765,0.788489002,2.204535216,1.413764485,0.655844431,3.047567268,1.233100097,0.744179672,2.043237549,1.262668369,0.599106005,2.66118416,0.017911888,0.008377719,0.038296312,0.025867723,0.018112843,0.036942798,1.09144234,0.719109284,1.656558201,1.380214018,0.867597977,2.19570675,1.425656506,0.910237047,2.23293095,1.401244248,0.870610816,2.255296402,37.93325389,34.66742035,41.50674426,27.53764698,25.47778628,29.76404594,6.790649109,4.337181966,10.63199923,3.13608862,1.664130191,5.910025483
Txnrd1,0.004224967,0.001609892,0.011087918,0.002883122,0.001191478,0.006976539,1.309245123,0.783806274,2.1869215,1.331332526,0.630159935,2.812692772,1.217069197,0.735811708,2.013093043,1.297190025,0.617001749,2.727223974,0.01553528,0.012614939,0.019131675,0.016840376,0.013267039,0.021376154,0.955993706,0.670279298,1.36349723,1.084280367,0.6955533,1.690257115,2.842424597,2.140992632,3.77365969,4.401941606,3.249045695,5.963932712,320.0586606,309.140696,331.3622164,325.8744246,318.1025591,333.836172,25.80800354,22.22633534,29.96684052,26.88733392,23.46182376,30.81298081
Tagln2,0.013145054,0.008291857,0.020838814,0.013658044,0.007707419,0.024202936,1.470880538,0.903247645,2.395234097,1.832568668,0.907593257,3.700234547,1.055866169,0.661065357,1.686449541,0.945825537,0.481592518,1.857557815,0.011280021,0.008163749,0.01558584,0.011304341,0.008360971,0.015283885,0.938177506,0.642156335,1.370658489,0.807074052,0.524180374,1.242641956,2.006215109,1.354703091,2.971056233,2.896312758,1.981965812,4.232478452,6487.979404,6280.995647,6701.784098,6218.168692,5978.642834,6467.290813,496.162944,458.1604595,537.317575,392.54025,368.3683349,418.2982991
Trappc1,0.01266214,0.007311917,0.021927189,0.015562156,0.010680165,0.022675745,1.320255984,0.8065036,2.161274746,1.264823011,0.684352757,2.33765004,1.346694295,0.820474713,2.210410016,1.798910944,1.009399657,3.205945793,0.001382876,0.000496712,0.003850011,0.001801943,0.00086094,0.003771461,1.201553059,0.783125434,1.843548544,1.186465186,0.712526093,1.975646439,1.202678116,0.782553507,1.848352398,1.195549805,0.720822198,1.982929135,13.60696311,12.49640225,14.81622002,17.33757437,16.62565033,18.07998359,2.515966546,1.659663068,3.814079967,3.404001225,2.833909871,4.088776592
Plrg1;PLRG1,0.029981313,0.013323561,0.06746538,0.010948564,0.005152432,0.023264946,1.341526733,0.805355892,2.234656746,1.419673126,0.678397568,2.970930146,1.360000997,0.815458969,2.268173851,1.59579408,0.752654967,3.383434452,0.002020464,0.000434519,0.00939493,0.013591049,0.008546837,0.021612276,1.198752869,0.779640721,1.843167502,1.284673579,0.794525267,2.077197884,1.203624483,0.782254732,1.851969489,1.397438344,0.837353078,2.332151128,25.36549433,22.05761492,29.16944125,20.01799524,18.81316145,21.29998908,5.469946853,4.35109834,6.876497895,1.784886069,1.229826417,2.590461741
Dennd1b,0.007786861,0.00186446,0.032521582,0.013823532,0.002554494,0.074805442,1.285781801,0.769038891,2.149741527,1.481053555,0.671724759,3.265503621,1.305433396,0.778213726,2.189830756,1.536736985,0.686218605,3.441411446,0.001601611,0.000609761,0.00420683,0.000456964,0.000167513,0.001246569,1.167627438,0.762619556,1.787724722,1.298228271,0.764954018,2.2032653,1.226741498,0.795170583,1.892543227,1.158202236,0.69493482,1.930299619,1.244255243,0.880354628,1.758576669,2.937850349,1.689686534,5.10802714,0.544223627,0.32276248,0.917638743,0.48270344,0.353128217,0.659824393
Dnajc1;MTJ1,0.005978845,0.001660971,0.021521496,0.020774376,0.006538501,0.066005147,1.26528469,0.759058263,2.109120506,1.44856943,0.672281468,3.121242359,1.307794222,0.779670457,2.193652087,1.722941944,0.767166335,3.869472376,0.001540314,0.000819434,0.002895375,0.001595338,0.000820694,0.003101158,1.225108614,0.800887162,1.87403568,1.162193144,0.704888812,1.916178669,1.200162326,0.7891785,1.825175938,1.326029034,0.801743424,2.193161737,3.396931007,2.898903666,3.980518705,3.693715894,2.944314366,4.633858824,2.215496914,1.916275048,2.561441574,1.467630895,1.001453211,2.150814857
Tcof1,0.010341629,0.004939624,0.0216513,0.023443295,0.014054436,0.039104243,1.317224048,0.794805849,2.183022677,2.41731396,1.227781274,4.759322287,1.278994518,0.774265149,2.112747785,0.922062746,0.47458341,1.791465294,0.001706309,0.000595948,0.004885478,0.001681411,0.000853202,0.003313568,1.159610026,0.757593231,1.774957007,1.129534359,0.689092388,1.851490292,1.248890149,0.806851086,1.933103432,1.40592844,0.839419783,2.354763158,32.74414584,31.16730823,34.40075989,37.31041407,35.2029236,39.54407349,4.449775122,3.914239942,5.058580704,4.035011768,3.554641354,4.580298924
Ap3d1,0.012618397,0.005992787,0.026569266,0.00783439,0.002890858,0.021231643,1.34461901,0.809389641,2.233782337,1.409322135,0.658732016,3.015169797,1.251665906,0.759143659,2.063729998,1.442870598,0.671546247,3.1001224,0.004291184,0.001723728,0.01068281,0.000859334,0.000229201,0.003221867,1.184983695,0.774476278,1.813078591,1.227097942,0.731722214,2.057842895,1.233632858,0.801751542,1.89815666,1.247091023,0.741214199,2.098227505,22.23236207,20.27505032,24.37862868,15.5523788,14.31344699,16.89854908,4.263763498,2.881414147,6.30929059,3.54483654,2.728154127,4.60599567
Araf,0.010439722,0.004067618,0.026794009,0.027063958,0.01327722,0.055166508,1.391041924,0.826718261,2.340576864,1.785801219,0.909992512,3.504518941,1.257850986,0.758992511,2.084591191,1.679109662,0.867374418,3.250510042,0.001558616,0.000427446,0.005683246,0.001410705,0.00032467,0.006129571,1.180538006,0.769505214,1.811124808,1.226893826,0.730912372,2.059437652,1.214647143,0.78823221,1.871742442,1.240721837,0.737805477,2.086445174,5.379290115,3.691661244,7.838412095,5.071188493,2.973233767,8.649488989,5.387983517,3.716049351,7.812158459,5.074555839,2.974433587,8.65748594
